"crime_id","report_number","address","offense_description","offense_category","state_offense_code","arrest_charge","charge_description","incident_timestamp","incident_time","day_of_week","hour_of_day","year","scout_car_area","precinct","block_id","neighborhood","council_district","zip_code","longitude","latitude","oid","Geometry"
"3011650","1701090347","Freda St & Freda Ave","ROBBERY","ROBBERY","1201","12000","ROBBERY","01/10/2017 05:35:00","00:35:00","2","0","2017","0208","02","261635356003002","Aviation Sub","7","48204","-83.1597770915287","42.351674781845","1","POINT (-83.15977709199996 42.35167478200003)"
"3025623","1702150169","E Remington Ave & Omira St","ARSON","ARSON","2099","20000","ARSON","02/15/2017 22:40:00","17:40:00","3","17","2017","1101","11","261635081004009","Nolan","3","48203","-83.096277601355","42.4422652806048","2","POINT (-83.09627760099994 42.44226528100006)"
"3033332","1703020033","Bringard Dr & Cordell St","ARSON","ARSON","2099","20000","ARSON","03/02/2017 12:20:00","07:20:00","4","7","2017","0903","09","261635001002002","Regent Park","3","48205","-82.9512181888012","42.4465566875531","3","POINT (-82.95121818899997 42.446556688000044)"
"3043183","1703270355","S Ethel St & Gleason St","FRAUD - IMPERSONATION","FRAUD","2603","26003","FRAUD - IMPERSONATION","03/18/2017 08:00:00","04:00:00","6","4","2017","0415","04","261635248002007","Boynton","6","48217","-83.1574460302837","42.2614504218687","4","POINT (-83.15744602999996 42.26145042200005)"
"3043521","1703280245","8 Mile Rd & Binder St","FAMILY - OTHER","FAMILY OFFENSE","3803","38003","FAMILY - OTHER","03/22/2017 08:00:00","04:00:00","3","4","2017","1102","11","261635068003007","Farwell","3","48234","-83.0649405105278","42.447255302586","5","POINT (-83.06494051099997 42.44725530300008)"
"3045060","1704010044","Vassar Ave & Greenview Ave","ROBBERY","ROBBERY","1201","12000","ROBBERY","04/01/2017 11:00:00","07:00:00","6","7","2017","0803","08","261635407001010","O'Hair Park","1","48219","-83.2254814330191","42.4335335106949","6","POINT (-83.22548143299997 42.433533511000064)"
"3046609","1704050065","Mason & Elsmere St","ROBBERY","ROBBERY","1201","12000","ROBBERY","04/05/2017 13:50:00","09:50:00","3","9","2017","0408","04","261635242006003","Springwells","6","48209","-83.1341673432455","42.3047167091255","7","POINT (-83.13416734299994 42.30471670900005)"
"3046060","1704040001","Cass Ave & W Canfield St","ARSON","ARSON","2099","20000","ARSON","04/04/2017 07:50:00","03:50:00","2","3","2017","0309","03","261635203001000","Midtown","6","48201","-83.0641393924444","42.3515777860365","8","POINT (-83.06413939199996 42.351577786000064)"
"3046854","1704050314","Saint Marys St & Majestic St","LARCENY FROM GROUNDS","LARCENY","2307","23009","LARCENY FROM GROUNDS","04/06/2017 00:53:00","20:53:00","3","20","2017","0611","06","261635455002001","Warren Ave Community","7","48228","-83.2037554681013","42.3459597674119","9","POINT (-83.20375546799994 42.34595976700007)"
"3047921","1704080028","Pickford St & Evergreen Rd","ARSON","ARSON","2099","20000","ARSON","04/08/2017 09:00:00","05:00:00","6","5","2017","0806","08","261635411001008","Holcomb Community","1","48219","-83.2386209585946","42.4244903197682","10","POINT (-83.23862095899995 42.424490320000075)"
"3049686","1704110374","Margareta St & Oak Dr","TRESPASS","OTHER","5701","57001","TRESPASS","04/12/2017 00:10:00","20:10:00","2","20","2017","1209","12","261635384001009","University District","2","48221","-83.138531832805","42.4280592756401","11","POINT (-83.13853183299994 42.428059276000056)"
"3051611","1704160245","Russell St & Maple St","ROBBERY","ROBBERY","1201","12000","ROBBERY","04/17/2017 00:02:00","20:02:00","7","20","2017","0709","07","261635170001005","Lafayette Park","5","48207","-83.0379435553892","42.3423674551658","12","POINT (-83.03794355499997 42.342367455000044)"
"3054365","1704230259","Scripps St & Newport St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","04/23/2017 20:14:00","16:14:00","7","16","2017","0512","05","261635133001002","Jefferson Chalmers","4","48215","-82.938813361673","42.3597226206128","13","POINT (-82.93881336199996 42.35972262100006)"
"3058085","1705020232","Eaton St & Cheyenne St","RUNAWAY","RUNAWAY","7070","70000","RUNAWAY","04/26/2017 16:00:00","12:00:00","3","12","2017","0203","02","261635371003012","Bethune Community","2","48227","-83.1745881402236","42.3973416053179","14","POINT (-83.17458813999997 42.397341605000065)"
"3062755","1705110014","Brace St & W Warren Ave","ROBBERY","ROBBERY","1201","12000","ROBBERY","05/11/2017 08:05:00","04:05:00","4","4","2017","0610","06","261635459001006","Warrendale","7","48228","-83.2231599527646","42.3433126695432","15","POINT (-83.22315995299994 42.343312670000046)"
"3066513","1705190265","Orchard Ave & Tireman Ave","ARSON","ARSON","2099","20000","ARSON","05/19/2017 12:32:00","08:32:00","5","8","2017","0207","02","261635355003009","Fiskhorn","7","48228","-83.1881077688891","42.351061609948","16","POINT (-83.18810776899994 42.351061610000045)"
"3068459","1705240065","W Outer Dr & Avon Ave","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","05/19/2017 19:30:00","15:30:00","5","15","2017","0807","08","261635405001010","Evergreen-Outer Drive","1","48219","-83.2259926182156","42.4191285838503","17","POINT (-83.22599261799996 42.41912858400008)"
"3077177","1706130407","Lawton St & Blaine St","ROBBERY","ROBBERY","1201","12000","ROBBERY","06/14/2017 05:45:00","01:45:00","3","1","2017","1007","10","261635332001005","Jamison","5","48206","-83.10885868128","42.368326604196","18","POINT (-83.10885868099996 42.36832660400006)"
"3079074","1706180077","Linwood St & Columbus St","ARSON","ARSON","2099","20000","ARSON","06/18/2017 16:01:00","12:01:00","7","12","2017","1007","10","261635333001004","Wildemere Park","5","48206","-83.1026911890073","42.3643872094926","19","POINT (-83.10269118899998 42.36438720900003)"
"3080030","1706200168","Hyde Park Rd & Antietam Ave","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","06/20/2017 18:00:00","14:00:00","2","14","2017","0709","07","261635169001007","Elmwood Park","5","48207","-83.0330445890533","42.3458998294011","20","POINT (-83.03304458899999 42.345899829000075)"
"3081880","1706240072","Van Dyke St & Willard St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","06/23/2017 23:30:00","19:30:00","5","19","2017","0705","07","261635160003000","Gratiot-Grand","5","48214","-83.0115971829339","42.374565302546","21","POINT (-83.01159718299994 42.374565303000054)"
"3082097","1706240291","Cooley St & Karl St","FRAUD - IMPERSONATION","FRAUD","2603","26003","FRAUD - IMPERSONATION","06/24/2017 20:00:00","16:00:00","6","16","2017","0805","08","261635414002017","Old Redford","1","48219","-83.2598998696427","42.4227927033568","22","POINT (-83.25989986999997 42.42279270300003)"
"3082915","1706260375","N Green St & Navy St","ARSON","ARSON","2099","20000","ARSON","06/26/2017 08:00:00","04:00:00","1","4","2017","0409","04","261635240003002","Springwells","6","48209","-83.1198926815179","42.3119167936886","23","POINT (-83.11989268199994 42.31191679400007)"
"3083419","1706270466","Pembroke Ave & Murray Hill St","ROBBERY","ROBBERY","1201","12000","ROBBERY","06/28/2017 01:00:00","21:00:00","2","21","2017","0804","08","261635402003004","Greenfield","2","48235","-83.2087307605129","42.4374451972051","24","POINT (-83.20873076099997 42.437445197000045)"
"3083787","1706280323","Holmur St & Tuxedo St","ROBBERY","ROBBERY","1201","12000","ROBBERY","06/26/2017 10:00:00","06:00:00","1","6","2017","1004","10","261635309003010","Nardin Park","7","48204","-83.1271558569754","42.3793352649797","25","POINT (-83.12715585699993 42.379335265000066)"
"3087119","1707060151","Woodward Ave & E Canfield St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","07/06/2017 16:00:00","12:00:00","4","12","2017","0309","03","261635175002009","Midtown","6","48201","-83.0614671457971","42.3527149055017","26","POINT (-83.06146714599998 42.352714906000074)"
"3088449","1707090176","Dwight St & Parkview St","ROBBERY","ROBBERY","1201","12000","ROBBERY","07/09/2017 11:45:00","07:45:00","7","7","2017","0711","07","261635157002000","Joseph Berry Sub","5","48214","-82.9807201014677","42.3545478909557","27","POINT (-82.98072010099997 42.35454789100004)"
"3088710","1707100085","San Juan Dr & Pembroke Ave","MOTOR VEHICLE THEFT","STOLEN VEHICLE","2401","24001","MOTOR VEHICLE THEFT","07/10/2017 07:00:00","03:00:00","1","3","2017","1203","12","261635389002004","Oak Grove","2","48221","-83.1471715939504","42.438753035863","28","POINT (-83.14717159399999 42.43875303600004)"
"3093869","1707210265","Ewald Cir & Petoskey Ave","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","07/20/2017 16:00:00","12:00:00","4","12","2017","1002","10","261635304002004","Oakman Blvd Community","2","48238","-83.1381295429183","42.3921535745988","29","POINT (-83.13812954299993 42.392153575000066)"
"3102905","1708110014","Martin St & Parkwood St","ARSON","ARSON","2099","20000","ARSON","08/11/2017 08:46:00","04:46:00","5","4","2017","0405","04","261635257003007","Claytown","6","48210","-83.1263651194102","42.3295376626474","30","POINT (-83.12636511899996 42.32953766300005)"
"3103462","1708120115","Wykes St & Diversey","RUNAWAY","RUNAWAY","7070","70000","RUNAWAY","08/12/2017 06:00:00","02:00:00","6","2","2017","0210","02","261635265002001","Midwest","6","48210","-83.1419594818899","42.3495967756792","31","POINT (-83.14195948199995 42.349596776000055)"
"3104015","1708130316","Clough St & Runyon St","DAMAGE TO PROPERTY","DAMAGE TO PROPERTY","2900","29000","DAMAGE TO PROPERTY","08/14/2017 06:25:00","02:25:00","1","2","2017","0904","09","261635049003015","Von Steuben","3","48234","-83.0066421856506","42.4237812747055","32","POINT (-83.00664218599997 42.42378127500007)"
"3105302","1708160329","Clements St & Holmur St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","08/16/2017 08:00:00","04:00:00","3","4","2017","1002","10","261635304001003","Oakman Blvd Community","7","48238","-83.1338592983118","42.3896678357493","33","POINT (-83.13385929799995 42.38966783600006)"
"3105578","1708170150","Chandler Park Dr & Guilford St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","08/17/2017 00:00:00","20:00:00","3","20","2017","0505","05","261635015005026","Cornerstone Village","4","48224","-82.9303713159744","42.4121483990256","34","POINT (-82.93037131599993 42.412148399000046)"
"3109173","1708250252","Brace St & W Warren Ave","ROBBERY","ROBBERY","1201","12000","ROBBERY","08/25/2017 23:55:00","19:55:00","5","19","2017","0610","06","261635459001006","Warrendale","7","48228","-83.2231599527646","42.3433126695432","35","POINT (-83.22315995299994 42.343312670000046)"
"3109432","1708260109","Carrie St & Edgeton St","ROBBERY","ROBBERY","1201","12000","ROBBERY","08/26/2017 17:30:00","13:30:00","6","13","2017","1109","11","261635063003029","Grant","3","48212","-83.0301023848114","42.4226665712194","36","POINT (-83.03010238499996 42.422666571000036)"
"3111215","1708300360","Glynn Ct & Woodward Ave","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","08/28/2017 19:06:00","15:06:00","1","15","2017","1005","10","261635323001000","Boston Edison","5","48202","-83.0856409249602","42.3886131475425","37","POINT (-83.08564092499995 42.38861314800005)"
"3114657","1709080080","Diversey & Clayburn St","ARSON","ARSON","2099","20000","ARSON","09/07/2017 07:42:00","03:42:00","4","3","2017","0611","06","261635455003001","Warren Ave Community","7","48228","-83.2117680753894","42.3482052074748","38","POINT (-83.21176807499995 42.348205207000035)"
"3118590","1709170295","E Larned St & Rivard St","ROBBERY","ROBBERY","1201","12000","ROBBERY","09/18/2017 05:38:00","01:38:00","1","1","2017","0709","07","261635171001010","Lafayette Park","5","48207","-83.0346492632585","42.3340090883518","39","POINT (-83.03464926299995 42.33400908800007)"
"3122879","1709270265","E Grixdale St & Gallagher St","ARSON","ARSON","2099","20000","ARSON","09/25/2017 05:26:00","01:26:00","1","1","2017","1107","11","261635070003020","Conant Gardens","3","48234","-83.0696809914166","42.4284644669858","40","POINT (-83.06968099099998 42.428464467000026)"
"3125686","1710040088","Inselruhe St & The Strand St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","10/04/2017 01:00:00","21:00:00","2","21","2017","0712","07","261639855001049","Belle Isle","5","48207","-82.984143747719","42.3354977746415","41","POINT (-82.98414374799995 42.33549777500008)"
"3128945","1710110368","Berden St & Guilford St","ARSON","ARSON","2099","20000","ARSON","10/11/2017 08:00:00","04:00:00","3","4","2017","0505","05","261635015005021","Cornerstone Village","4","48224","-82.9324410190423","42.4152923472475","42","POINT (-82.93244101899995 42.41529234700005)"
"3131354","1710170414","Auburn St & Whitlock St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","10/16/2017 23:30:00","19:30:00","1","19","2017","0612","06","261635458004005","Warrendale","7","48228","-83.232767860396","42.3395357549357","43","POINT (-83.23276785999997 42.33953575500004)"
"3135658","1710280202","Hessel Ave & Faust Ave","ROBBERY","ROBBERY","1201","12000","ROBBERY","10/28/2017 23:31:00","19:31:00","6","19","2017","0803","08","261635408002002","O'Hair Park","1","48219","-83.2248105955548","42.4424901877948","44","POINT (-83.22481059599994 42.44249018800008)"
"3138430","1711040086","E Canfield St & Conner St","RETAIL FRAUD - THEFT","FRAUD","3072","30002","RETAIL FRAUD - THEFT","11/04/2017 17:00:00","13:00:00","6","13","2017","0502","05","261639852001000","Conner Creek Industrial","4","48215","-82.9707678843176","42.3870781366685","45","POINT (-82.97076788399994 42.38707813700006)"
"3140528","1711090274","14th St & Marquette St","ROBBERY","ROBBERY","1201","12000","ROBBERY","11/10/2017 00:00:00","19:00:00","4","19","2017","0304","03","261635223002012","NW Goldberg","5","48208","-83.0925154586155","42.3594270562516","46","POINT (-83.09251545899997 42.35942705600007)"
"3140751","1711100023","American St & Garden St","ARSON","ARSON","2099","20000","ARSON","11/10/2017 11:39:00","06:39:00","5","6","2017","0210","02","261635346001011","Midwest","6","48204","-83.1440054109629","42.35354615453","47","POINT (-83.14400541099997 42.35354615500006)"
"3147917","1711240060","Pembroke Ave & Annchester Rd","ROBBERY","ROBBERY","1201","12000","ROBBERY","11/24/2017 17:34:00","12:34:00","5","12","2017","0803","08","261635407004006","O'Hair Park","1","48219","-83.2358808860589","42.4368646828206","48","POINT (-83.23588088599996 42.43686468300007)"
"3148094","1711240255","Riad St & Morang Dr","ROBBERY","ROBBERY","1201","12000","ROBBERY","11/23/2017 09:00:00","04:00:00","4","4","2017","0907","09","261635009004003","Denby","4","48224","-82.9551668780767","42.4282417544128","49","POINT (-82.95516687799994 42.428241754000055)"
"3151879","1712040081","Philip St & Lozier St","ARSON","ARSON","2099","20000","ARSON","02/16/2017 06:54:00","01:54:00","4","1","2017","0503","05","261635124001009","Fox Creek","4","48215","-82.9523417411154","42.3891982566915","50","POINT (-82.95234174099994 42.38919825700003)"
"3152154","1712040366","Burns St & Moffat St","RUNAWAY","RUNAWAY","7070","70000","RUNAWAY","12/03/2017 00:00:00","19:00:00","6","19","2017","0705","07","261635142004005","Pingree Park","5","48213","-83.0085167431761","42.3807490684426","51","POINT (-83.00851674299997 42.38074906800006)"
"3154355","1712100143","Wildemere St & Cortland St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","12/08/2017 17:00:00","12:00:00","5","12","2017","1003","10","261635315004008","Dexter-Linwood","5","48206","-83.1233574031907","42.384937478976","52","POINT (-83.12335740299994 42.38493747900003)"
"3178115","1802190209","Florida St & Kirkwood St","ROBBERY","ROBBERY","1201","12000","ROBBERY","02/19/2018 22:30:00","17:30:00","1","17","2018","0402","04","261635263003012","Claytown","6","48210","-83.1427578426579","42.3395808124367","53","POINT (-83.14275784299997 42.339580812000065)"
"3197774","1804110377","Dragoon St & Army St","ROBBERY","ROBBERY","1201","12000","ROBBERY","04/11/2018 05:00:00","01:00:00","3","1","2018","0409","04","261635232001016","Central Southwest","6","48209","-83.1049223465015","42.3108470633304","54","POINT (-83.10492234699996 42.31084706300004)"
"3213874","1805200369","Greenfield Rd & Trojan St","ACCIDENT, HIT & RUN","OUIL","5422","54001","ACCIDENT, HIT & RUN","05/21/2018 07:12:00","03:12:00","1","3","2018","0804","08","261635401001026","Greenfield","2","48235","-83.2003273448848","42.4412215908415","55","POINT (-83.20032734499995 42.441221591000044)"
"3224597","1806140337","Dale St & Riverview St","MOTOR VEHICLE THEFT","STOLEN VEHICLE","2401","24001","MOTOR VEHICLE THEFT","06/14/2018 16:30:00","12:30:00","4","12","2018","0601","06","261635441003006","Eliza Howell","1","48223","-83.2731808089105","42.3868895600093","56","POINT (-83.27318080899994 42.38688956000004)"
"3228646","1806240205","Woodward Ave & Kenilworth St","RETAIL FRAUD - THEFT","FRAUD","3072","30002","RETAIL FRAUD - THEFT","06/24/2018 21:31:00","17:31:00","7","17","2018","1005","10","261635323001023","Piety Hill","5","48202","-83.0827786506829","42.384363897377","57","POINT (-83.08277865099996 42.38436389700007)"
"3231991","1807020071","Wildemere St & Gladstone St","ARSON","ARSON","2099","20000","ARSON","07/02/2018 13:50:00","09:50:00","1","9","2018","1007","10","261635332002003","Jamison","5","48206","-83.1125499089433","42.3687123843244","58","POINT (-83.11254990899994 42.36871238400005)"
"3234756","1807080250","Terry St & Lyndon St","ROBBERY","ROBBERY","1201","12000","ROBBERY","07/09/2018 00:35:00","20:35:00","7","20","2018","0202","02","261635378001001","Hubbell-Lyndon","1","48227","-83.1916026931201","42.3944645596058","59","POINT (-83.19160269299994 42.394464560000074)"
"3239616","1807190202","Parkside St & W McNichols Rd","FRAUD - IMPERSONATION","FRAUD","2603","26003","FRAUD - IMPERSONATION","07/19/2018 16:39:00","12:39:00","4","12","2018","1209","12","261635384004019","University District","2","48221","-83.1316477201774","42.4172881207904","60","POINT (-83.13164771999999 42.41728812100007)"
"3242714","1807260319","Alma St & Queen St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","07/26/2018 06:00:00","02:00:00","4","2","2018","0906","09","261635005001016","Mapleridge","4","48205","-82.9675213985152","42.421575033791","61","POINT (-82.96752139899996 42.42157503400006)"
"3246573","1808040260","Van Dyke St & E Nevada St","ROBBERY","ROBBERY","1201","12000","ROBBERY","08/04/2018 04:20:00","00:20:00","6","0","2018","1105","11","261635051005000","Mount Olivet","3","48234","-83.0239883926037","42.4267430145956","62","POINT (-83.02398839299997 42.426743015000056)"
"3246296","1808030343","E 7 Mile Rd & Antwerp St","ROBBERY","ROBBERY","1201","12000","ROBBERY","08/04/2018 04:00:00","00:00:00","6","0","2018","1105","11","261635049004014","Mount Olivet","3","48234","-83.0175846376183","42.4341030855403","63","POINT (-83.01758463799996 42.43410308600005)"
"3247590","1808070094","Terry St & Intervale St","ROBBERY","ROBBERY","1201","12000","ROBBERY","08/07/2018 16:39:00","12:39:00","2","12","2018","0202","02","261635378001001","Hubbell-Lyndon","1","48227","-83.1915683270407","42.3909096783124","64","POINT (-83.19156832699997 42.39090967800007)"
"3249179","1808100266","Gunston St & Minden St","BURGLARY - FORCED ENTRY","BURGLARY","2201","22001","BURGLARY - FORCED ENTRY","08/08/2018 21:00:00","17:00:00","3","17","2018","0909","09","261635054001014","LaSalle College Park","4","48205","-83.0000020985745","42.4153318270044","65","POINT (-83.00000209899997 42.415331827000045)"
"3250074","1808130045","Chatham St & W Warren Rd","BURGLARY - FORCED ENTRY","BURGLARY","2201","22001","BURGLARY - FORCED ENTRY","08/13/2018 11:34:00","07:34:00","1","7","2018","0601","06","261635462004007","Far West Detroit","7","48239","-83.2597744254892","42.3417136269883","66","POINT (-83.25977442499999 42.34171362700005)"
"3255238","1808250078","Westphalia St & Bringard Dr","ROBBERY","ROBBERY","1201","12000","ROBBERY","08/25/2018 11:37:00","07:37:00","6","7","2018","0901","09","261635032003020","Conner Creek","3","48205","-82.9928335873304","42.4456426545284","67","POINT (-82.99283358699995 42.44564265500003)"
"3264946","1809150037","Forrer St & W McNichols Rd","ARSON","ARSON","2099","20000","ARSON","09/15/2018 09:06:00","05:06:00","6","5","2018","0808","08","261635404001013","College Park","2","48235","-83.2021382626428","42.4159142390412","68","POINT (-83.20213826299994 42.415914239000074)"
"3264981","1809150105","Schoolcraft St & Penrod St","FRAUD - IMPERSONATION","FRAUD","2603","26003","FRAUD - IMPERSONATION","07/17/2018 16:00:00","12:00:00","2","12","2018","0813","08","261635428001012","Grandmont #1","1","48223","-83.2210295560867","42.3866169052522","69","POINT (-83.22102955599996 42.38661690500004)"
"3266279","1809180199","Wallingford St & Audubon Rd","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","09/12/2018 17:20:00","13:20:00","3","13","2018","0506","05","261635018003003","Morningside","4","48224","-82.9332535351335","42.3961708614089","70","POINT (-82.93325353499995 42.39617086100003)"
"3269809","1809260301","W Buena Vista St & Cherrylawn St","ARSON","ARSON","2099","20000","ARSON","09/25/2018 00:44:00","20:44:00","1","20","2018","0206","02","261635342002006","Littlefield Community","7","48238","-83.1540064983645","42.3837829414501","71","POINT (-83.15400649799994 42.38378294100005)"
"3275456","1810100070","Prevost St & Eaton St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","10/10/2018 14:55:00","10:55:00","3","10","2018","0814","08","261635423002004","Grand River-St Marys","1","48227","-83.2027348550037","42.3965930786027","72","POINT (-83.20273485499996 42.39659307900007)"
"3277207","1810140195","Cascade St & Joy Rd","DAMAGE TO PROPERTY","DAMAGE TO PROPERTY","2900","29000","DAMAGE TO PROPERTY","10/14/2018 21:00:00","17:00:00","7","17","2018","1004","10","261635308004005","Nardin Park","7","48204","-83.1269173820202","42.3666456684145","73","POINT (-83.12691738199999 42.36664566800005)"
"3279849","1810210003","W Warren Ave & Archdale St","ROBBERY","ROBBERY","1201","12000","ROBBERY","10/21/2018 07:45:00","03:45:00","7","3","2018","0612","06","261635456005002","Warren Ave Community","7","48228","-83.2148032173912","42.3433994204222","74","POINT (-83.21480321699994 42.343399420000026)"
"3280972","1810230279","Lauder St & Intervale St","ROBBERY","ROBBERY","1201","12000","ROBBERY","10/23/2018 23:30:00","19:30:00","2","19","2018","0202","02","261635378001006","Hubbell-Lyndon","1","48227","-83.1904737553786","42.3909388631749","75","POINT (-83.19047375499997 42.39093886300003)"
"3285273","1811030086","S M 39 Service Drive & Joy Rd","ROBBERY","ROBBERY","1201","12000","ROBBERY","11/03/2018 12:35:00","08:35:00","6","8","2018","0610","06","261635460001000","Warrendale","7","48228","-83.216912248465","42.357845663688","76","POINT (-83.21691224799997 42.35784566400008)"
"3285333","1811030141","Tyler St & Dexter Ave","ROBBERY","ROBBERY","1201","12000","ROBBERY","11/03/2018 18:43:00","14:43:00","6","14","2018","1002","10","261635305003001","Russell Woods","7","48238","-83.1299811928425","42.3884264371092","77","POINT (-83.12998119299994 42.38842643700008)"
"3291092","1811180083","Kercheval St & Hurlbut St","ROBBERY","ROBBERY","1201","12000","ROBBERY","11/18/2018 18:57:00","13:57:00","7","13","2018","0508","05","261635136002002","East Village","5","48214","-82.9832286708394","42.3650128595725","78","POINT (-82.98322867099995 42.365012860000036)"
"3294961","1811290058","Belvidere St & Mack Ave","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","11/28/2018 20:00:00","15:00:00","3","15","2018","0708","07","261635145001008","Gratiot Woods","5","48214","-82.9951123740423","42.3715897438478","79","POINT (-82.99511237399997 42.37158974400006)"
"3296374","1812020249","W Warren Ave & S M 39 Service Drive","ROBBERY","ROBBERY","1201","12000","ROBBERY","12/03/2018 04:54:00","23:54:00","7","23","2018","0610","06","261635459002006","Warrendale","7","48228","-83.2165396299326","42.343368392502","80","POINT (-83.21653962999994 42.34336839300005)"
"3303528","1812200253","Mack Ave & Harvard Rd","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","12/20/2018 03:45:00","22:45:00","3","22","2018","0507","05","261635018004010","East English Village","4","48224","-82.9234694263145","42.394440374466","81","POINT (-82.92346942599994 42.394440374000055)"
"3305905","1812270164","W McNichols Rd & Wyoming St","ROBBERY","ROBBERY","1201","12000","ROBBERY","12/27/2018 09:30:00","04:30:00","4","4","2018","1207","12","261635362002000","Fitzgerald/Marygrove","2","48221","-83.1603283990754","42.4169398208194","82","POINT (-83.16032839899998 42.41693982100003)"
"3306098","1812270360","Merlin St & Cadieux Rd","STOLEN PROPERTY","STOLEN PROPERTY","2801","28000","STOLEN PROPERTY","12/28/2018 08:30:00","03:30:00","5","3","2018","0907","09","261635009001013","Yorkshire Woods","4","48224","-82.9390070020212","42.4200292221434","83","POINT (-82.93900700199998 42.42002922200004)"
"3309732","1901060143","Van Dyke St & Willard St","ROBBERY","ROBBERY","1201","12000","ROBBERY","01/06/2019 19:42:00","14:42:00","7","14","2019","0705","07","261635160002002","Gratiot-Grand","5","48214","-83.0115971829339","42.374565302546","84","POINT (-83.01159718299994 42.374565303000054)"
"3319688","1902050031","14th St & Marquette St","ROBBERY","ROBBERY","1201","12000","ROBBERY","02/05/2019 12:40:00","07:40:00","2","7","2019","0304","03","261635223002012","NW Goldberg","5","48208","-83.0925154586155","42.3594270562516","85","POINT (-83.09251545899997 42.35942705600007)"
"3323631","1902150323","Worden St & Moross Rd","DAMAGE TO PROPERTY","DAMAGE TO PROPERTY","2900","29000","DAMAGE TO PROPERTY","02/15/2019 13:00:00","08:00:00","5","8","2019","0907","09","261635008002005","Moross-Morang","4","48224","-82.936603503334","42.4276140487615","86","POINT (-82.93660350299996 42.427614049000056)"
"3338750","1903280282","Seyburn St & E Jefferson Ave","RUNAWAY","RUNAWAY","7070","70000","RUNAWAY","03/28/2019 22:52:00","18:52:00","4","18","2019","0711","07","261635157001003","Gold Coast","5","48214","-82.9967656643709","42.3501933150748","87","POINT (-82.99676566399995 42.35019331500007)"
"3343772","1904100041","Philip St & E Warren Ave","ROBBERY","ROBBERY","1201","12000","ROBBERY","04/10/2019 11:36:00","07:36:00","3","7","2019","0503","05","261635121005011","Chandler Park-Chalmers","4","48224","-82.9569658253374","42.3961358863472","88","POINT (-82.95696582499994 42.396135886000025)"
"3346529","1904170074","Faust Ave & Fargo St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","04/10/2019 04:30:00","00:30:00","3","0","2019","0803","08","261635408002025","O'Hair Park","1","48219","-83.2246702886062","42.4388540533588","89","POINT (-83.22467028899996 42.43885405300006)"
"3364045","1905290031","Strong St & Lark St","TRESPASS","OTHER","5701","57001","TRESPASS","05/17/2019 18:00:00","14:00:00","5","14","2019","0702","07","261635110004038","Airport Sub","3","48213","-83.0262368351036","42.3880363134817","90","POINT (-83.02623683499996 42.38803631300004)"
"3365229","1905310268","Chalmers St & Wilshire Dr","ARSON","ARSON","2099","20000","ARSON","05/31/2019 22:00:00","18:00:00","5","18","2019","0910","09","261635041003002","Outer Drive-Hayes","4","48213","-82.9698905480458","42.4131211577698","91","POINT (-82.96989054799997 42.41312115800008)"
"3397605","1908140239","Tillman St & Selden St","LARCENY - OTHER","LARCENY","2307","23007","LARCENY - OTHER","08/05/2019 13:30:00","09:30:00","1","9","2019","0307","03","261635213001014","Chadsey Condon","6","48208","-83.093805540062","42.3386640603223","92","POINT (-83.09380553999995 42.33866406000004)"
"3398790","1908170019","Buckingham Ave & E Warren Ave","RETAIL FRAUD - THEFT","FRAUD","3072","30002","RETAIL FRAUD - THEFT","08/17/2019 08:29:00","04:29:00","6","4","2019","0504","05","261635013003009","Morningside","4","48224","-82.943826187115","42.4009499545364","93","POINT (-82.94382618699996 42.400949955000044)"
"3406027","1909030261","Monnier Rd & Archdale St","ACCIDENT, HIT & RUN","OUIL","5422","54001","ACCIDENT, HIT & RUN","09/03/2019 22:31:00","18:31:00","2","18","2019","0814","08","261635425003010","Grandmont","1","48227","-83.2165101213301","42.395599216521","94","POINT (-83.21651012099994 42.39559921700004)"
"3410350","1909130243","Kendall St & Montrose St","ARSON","ARSON","2099","20000","ARSON","09/13/2019 10:30:00","06:30:00","5","6","2019","0814","08","261635424001002","Greenfield-Grand River","1","48227","-83.2003314148371","42.3893178397466","95","POINT (-83.20033141499994 42.38931784000005)"
